:START_ID(Entity-ID),:END_ID(Observation-ID),:TYPE
ent_3a086e5ff9fd177c,obs_d93c62d02fc0,HAS_OBSERVATION
ent_3a086e5ff9fd177c,obs_f2317558224a,HAS_OBSERVATION
ent_3a12eba919928b26,obs_03fc6c7ee9d2,HAS_OBSERVATION
ent_3a12eba919928b26,obs_216765b8d0d7,HAS_OBSERVATION
ent_3a12eba919928b26,obs_4585d47fa2b4,HAS_OBSERVATION
ent_3a12eba919928b26,obs_4b53f00b6ce4,HAS_OBSERVATION
ent_3a12eba919928b26,obs_6ede6a47f3eb,HAS_OBSERVATION
ent_3a12eba919928b26,obs_7f587774b53f,HAS_OBSERVATION
ent_3a12eba919928b26,obs_8158751e0ec9,HAS_OBSERVATION
ent_3a12eba919928b26,obs_896f85784ca6,HAS_OBSERVATION
ent_3a12eba919928b26,obs_9d923990e135,HAS_OBSERVATION
ent_3a12eba919928b26,obs_a681db7fb528,HAS_OBSERVATION
ent_3a12eba919928b26,obs_b9d7dc20c98c,HAS_OBSERVATION
ent_3a12eba919928b26,obs_cdb58bc1ebb2,HAS_OBSERVATION
ent_3a12eba919928b26,obs_d1d21fd80b5c,HAS_OBSERVATION
ent_3a12eba919928b26,obs_dfe131ab1078,HAS_OBSERVATION
ent_3a12eba919928b26,obs_dff01e119884,HAS_OBSERVATION
ent_3a3a02d188ce9ec4,obs_5d69ca3f050b,HAS_OBSERVATION
ent_3a3dcf60814f447e,obs_15fd7ef5227e,HAS_OBSERVATION
ent_3a3dcf60814f447e,obs_2cc97a5a2988,HAS_OBSERVATION
ent_3a3dcf60814f447e,obs_52a045787973,HAS_OBSERVATION
ent_3a3dcf60814f447e,obs_62ffd5c47beb,HAS_OBSERVATION
ent_3a3dcf60814f447e,obs_f8dd2af32283,HAS_OBSERVATION
ent_3ac33003b96cc2ff,obs_35dbf4daca3c,HAS_OBSERVATION
ent_3ac33003b96cc2ff,obs_c974d29b89e6,HAS_OBSERVATION
ent_3ac33003b96cc2ff,obs_f057bc3cc2a9,HAS_OBSERVATION
ent_3ac33003b96cc2ff,obs_fc899312385d,HAS_OBSERVATION
ent_3ace13aadb7bc426,obs_0a8293b926e1,HAS_OBSERVATION
ent_3b4240ff3d2cd2e8,obs_a28fcbeda0b8,HAS_OBSERVATION
ent_3b4240ff3d2cd2e8,obs_c1eeef9055fb,HAS_OBSERVATION
ent_3b4240ff3d2cd2e8,obs_d9d674c7c9e4,HAS_OBSERVATION
ent_3b65d47d59d13013,obs_10b00acd7634,HAS_OBSERVATION
ent_3b97e091c22895bd,obs_07125eb89382,HAS_OBSERVATION
ent_3bdf4b0f3368ebdf,obs_060597238f41,HAS_OBSERVATION
ent_3bdf4b0f3368ebdf,obs_d9de071c9eba,HAS_OBSERVATION
ent_3be8535564eb8805,obs_b14be698b1d5,HAS_OBSERVATION
ent_3c42e08d120dd65d,obs_377e1b899d09,HAS_OBSERVATION
ent_3c42e08d120dd65d,obs_7b9f3325d272,HAS_OBSERVATION
ent_3c4908f70615a89b,obs_85548bfbf804,HAS_OBSERVATION
ent_3c4908f70615a89b,obs_b6297a79b3b9,HAS_OBSERVATION
ent_3c4f84a3c3b1b4dd,obs_be27d72086c5,HAS_OBSERVATION
ent_3c859e85f3379038,obs_69f2434464b5,HAS_OBSERVATION
ent_3cca8c7774859d7d,obs_3096d88ba600,HAS_OBSERVATION
ent_3cca8c7774859d7d,obs_483572a6334a,HAS_OBSERVATION
ent_3d1bd0275eed8bdd,obs_2d2ed3fa357d,HAS_OBSERVATION
ent_3d1bd0275eed8bdd,obs_7e0ec7bbe356,HAS_OBSERVATION
ent_3d2d5ed84cd0a51d,obs_468b01bd9b0b,HAS_OBSERVATION
ent_3d2d5ed84cd0a51d,obs_d5a29545869a,HAS_OBSERVATION
ent_3dac135d16e3ab8c,obs_2cbaa69eabb7,HAS_OBSERVATION
ent_3dac135d16e3ab8c,obs_a1689bdaf2b7,HAS_OBSERVATION
ent_3dd7b7def8149d2b,obs_1cc1326d7035,HAS_OBSERVATION
ent_3dd7b7def8149d2b,obs_3f30b018f781,HAS_OBSERVATION
ent_3dfa263ce31137af,obs_be2029bd7710,HAS_OBSERVATION
ent_3dfa263ce31137af,obs_c45560c8294a,HAS_OBSERVATION
ent_3e2d4524ecc80327,obs_2e48789684cf,HAS_OBSERVATION
ent_3eaedb1835cc2a54,obs_43e139cdd919,HAS_OBSERVATION
ent_3eaedb1835cc2a54,obs_d372e6ce33c4,HAS_OBSERVATION
ent_3eaedb1835cc2a54,obs_e58517dd4387,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_093c9e12e3c5,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_1bed752d2f5b,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_5e407ae37f37,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_7d38ca3c6ebe,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_8039b90cf456,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_8cba38272f27,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_9e9152417e91,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_aa29529a5492,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_abc178b5f984,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_b24b40cf0651,HAS_OBSERVATION
ent_3eb3ef831eed1f00,obs_d8063e085711,HAS_OBSERVATION
ent_3ec9b78d1d9b96c4,obs_73f5665b58b4,HAS_OBSERVATION
ent_3f34e1fa32ca45c6,obs_9a1696c4b30e,HAS_OBSERVATION
ent_3f34e1fa32ca45c6,obs_cf632b1ddf18,HAS_OBSERVATION
ent_3fc231d9340b510b,obs_11f2db8b4504,HAS_OBSERVATION
ent_3fc231d9340b510b,obs_313e3ecff128,HAS_OBSERVATION
ent_3fc231d9340b510b,obs_4bbf81b8a6b8,HAS_OBSERVATION
ent_3fc231d9340b510b,obs_c86a61846961,HAS_OBSERVATION
ent_3fd4e4e9f4220cc2,obs_0ccd467c899d,HAS_OBSERVATION
ent_3fd4e4e9f4220cc2,obs_473e148aee62,HAS_OBSERVATION
ent_3fd4e4e9f4220cc2,obs_5a02d3d195d7,HAS_OBSERVATION
ent_3fd4e4e9f4220cc2,obs_7500115cbdab,HAS_OBSERVATION
ent_3fd4e4e9f4220cc2,obs_d315fe113ec9,HAS_OBSERVATION
ent_3ff93d1c6327c662,obs_0db6baf0442a,HAS_OBSERVATION
ent_3ff93d1c6327c662,obs_a3ffb3695028,HAS_OBSERVATION
ent_4001cf94cfb3edce,obs_30c7cbdb9c2b,HAS_OBSERVATION
ent_4001cf94cfb3edce,obs_44e13a22d431,HAS_OBSERVATION
ent_402c9398fadd50db,obs_307c121d4685,HAS_OBSERVATION
ent_402c9398fadd50db,obs_c719511436b4,HAS_OBSERVATION
ent_402c9398fadd50db,obs_f997959ab72c,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_0418068a7be3,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_122ed7313457,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_12bdfb1a45b8,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_238336f6fb2b,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_2a19a39b167f,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_2efe3eef109d,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_2fa727c2d8b0,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_42a67c7b7cbc,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_451301f8b33c,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_4da8da5e9156,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_5e0e2a236fff,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_66d0ff779972,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_6a4ef77ee244,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_886713ab8a59,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_889b3582734b,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_8bca2dc28e20,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_8fe6409b3aba,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_9361d133175a,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_a7a4eafc061c,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_c07886ccdeb1,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_c1792fc44aff,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_cf25a1e1e819,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_d34895948ae9,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_d66c0a39d91c,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_df941b42aa3d,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_e87061776df3,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_e9724bb62f1c,HAS_OBSERVATION
ent_405a83eb1cbc0125,obs_f0107110f0c5,HAS_OBSERVATION
ent_40826f6919739d8a,obs_bac9da9fb4c5,HAS_OBSERVATION
ent_40826f6919739d8a,obs_cb7d3f5711f9,HAS_OBSERVATION
ent_40c9848858b8c19e,obs_7f85813280cc,HAS_OBSERVATION
ent_40cae1fbe3ee377b,obs_5ac239410e79,HAS_OBSERVATION
ent_415df9732ec3e3e4,obs_7dc0dca8179f,HAS_OBSERVATION
ent_41e21b929261815b,obs_03f92c532062,HAS_OBSERVATION
ent_41e21b929261815b,obs_0bec5b026b63,HAS_OBSERVATION
ent_41e21b929261815b,obs_22ce4afe2915,HAS_OBSERVATION
ent_41e21b929261815b,obs_28d1d7c7d040,HAS_OBSERVATION
ent_41e21b929261815b,obs_5f69dfc65dce,HAS_OBSERVATION
ent_41e21b929261815b,obs_849e0cd97e5a,HAS_OBSERVATION
ent_41e21b929261815b,obs_a496fe6a0c13,HAS_OBSERVATION
ent_41e21b929261815b,obs_d25f358990b4,HAS_OBSERVATION
ent_421adfa5b27f2a2c,obs_cc7c10dedc16,HAS_OBSERVATION
ent_4266518e9de70785,obs_8615ce3477ad,HAS_OBSERVATION
ent_4266518e9de70785,obs_e2d64935b81c,HAS_OBSERVATION
ent_42682203894e266f,obs_b648879f5151,HAS_OBSERVATION
ent_4273295ee9341045,obs_e5773e1ae783,HAS_OBSERVATION
ent_42d85391d9fc3756,obs_23577fa32635,HAS_OBSERVATION
ent_42d85391d9fc3756,obs_d6fb5a36f530,HAS_OBSERVATION
ent_4374740234b29eeb,obs_597bbbe05470,HAS_OBSERVATION
ent_4374740234b29eeb,obs_ff0c497b6d79,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_02d4303c6076,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_09dc27736c65,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_13cdb3c51593,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_16f6ac22c12c,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_1a45d40c4010,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_20e713dd16b1,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_21ec29061a95,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_24cba789a6d0,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_27bef6a8c4e5,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_38b4c4ab4197,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_3bf436686503,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_45fb12164920,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_51ead5553560,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_5237c50b624c,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_52b26f8ab733,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_52b4fc12ab59,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_545f52d7c060,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_54b6098ed26e,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_575677187fa4,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_6a8b0770a0d6,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_70fff4cc8af1,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_7153276041f0,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_734e97658a3c,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_7a82696f1690,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_7c29b91781ea,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_827375acf88a,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_87f146fd5fb2,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_8f2e2cdb72f4,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_9129f8317b54,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_9dc7a09a8d79,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_a41db31baf63,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_ab8918f785d2,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_ac8d791910f7,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_aeae5bfc4d4c,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_aeead874b036,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_b40524c8a4ef,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_c16ff29870f5,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_c5eb41699923,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_eaec57ba34bc,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_f579de92fe9d,HAS_OBSERVATION
ent_43a29fa6a565390b,obs_f6502224ce77,HAS_OBSERVATION
ent_44590ddf45136dee,obs_2db83dd8fa92,HAS_OBSERVATION
ent_44590ddf45136dee,obs_883c1c0fd836,HAS_OBSERVATION
ent_44bbf6fa0f8764e1,obs_0171e14da2b1,HAS_OBSERVATION
ent_4533b0a4549fee4f,obs_51442220db0b,HAS_OBSERVATION
ent_45354576e85c81e1,obs_09b5a151b6f8,HAS_OBSERVATION
ent_455a7c10b41739d6,obs_610ce514a7c1,HAS_OBSERVATION
ent_455a7c10b41739d6,obs_8374c0b60a44,HAS_OBSERVATION
ent_45717929fd40d49c,obs_1c13b9e2d524,HAS_OBSERVATION
ent_45717929fd40d49c,obs_bcee18bc9440,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_00c43797c5db,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_29962e5c5604,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_63c1ae767a5b,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_8bfb19d45fe7,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_b32c3699eaa6,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_b3ffda26823e,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_c1230e773430,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_c546616e76a8,HAS_OBSERVATION
ent_457816be99bbc4c4,obs_de58b1f2e1fa,HAS_OBSERVATION
ent_45a01ad26bfdaf43,obs_2377c11ff4f4,HAS_OBSERVATION
ent_45b8212855ef147d,obs_455aa2ca362d,HAS_OBSERVATION
ent_45d26efea99c38a5,obs_415cb36394ff,HAS_OBSERVATION
ent_45d26efea99c38a5,obs_57bf80b2feca,HAS_OBSERVATION
ent_45d26efea99c38a5,obs_acdb346ec088,HAS_OBSERVATION
ent_4695b7aa845c0bdf,obs_70ac3d074015,HAS_OBSERVATION
ent_4695b7aa845c0bdf,obs_e45ccf4351da,HAS_OBSERVATION
ent_46a5f3aa8d97e7dc,obs_63d407b43568,HAS_OBSERVATION
ent_46a5f3aa8d97e7dc,obs_9b8bcea9c9bd,HAS_OBSERVATION
ent_46a5f3aa8d97e7dc,obs_d386e164ba94,HAS_OBSERVATION
ent_477e47fcd1cf43d2,obs_8f1f28c2f39a,HAS_OBSERVATION
ent_477e47fcd1cf43d2,obs_d21e3e214369,HAS_OBSERVATION
ent_47e784262daa5862,obs_e0315ad2392c,HAS_OBSERVATION
ent_47e784262daa5862,obs_fdba560a50b5,HAS_OBSERVATION
ent_47fb918615460412,obs_6a6170acbd29,HAS_OBSERVATION
ent_47fd9c6ba0b7aad2,obs_2d12a5a3cb71,HAS_OBSERVATION
ent_47fd9c6ba0b7aad2,obs_d08f5bbcd21b,HAS_OBSERVATION
ent_488f20724db347be,obs_1433398ae054,HAS_OBSERVATION
ent_488f20724db347be,obs_6972719242de,HAS_OBSERVATION
ent_488f20724db347be,obs_7099611cbd56,HAS_OBSERVATION
ent_488f20724db347be,obs_9cf1459f4d2d,HAS_OBSERVATION
ent_488f20724db347be,obs_fedde1bf36c3,HAS_OBSERVATION
ent_489770af18e8644b,obs_9f4925f7108e,HAS_OBSERVATION
ent_489770af18e8644b,obs_f58ad8e02726,HAS_OBSERVATION
ent_48fa1c42ef580f15,obs_5dadc6f1cf7b,HAS_OBSERVATION
ent_48fa1c42ef580f15,obs_73c5dbc46780,HAS_OBSERVATION
ent_48fa1c42ef580f15,obs_80a07cbda759,HAS_OBSERVATION
ent_4952fe78a2d3112f,obs_0a458d6e6831,HAS_OBSERVATION
ent_4952fe78a2d3112f,obs_24c36d37fc56,HAS_OBSERVATION
ent_4952fe78a2d3112f,obs_88f5805489d4,HAS_OBSERVATION
ent_4952fe78a2d3112f,obs_aa6197463754,HAS_OBSERVATION
ent_4969b0694faaddab,obs_539d328947e4,HAS_OBSERVATION
ent_4969b0694faaddab,obs_b2e4d2ccb3e9,HAS_OBSERVATION
ent_4980c361edc8805d,obs_04359a8f2ccf,HAS_OBSERVATION
ent_4980c361edc8805d,obs_c9255b76b9b3,HAS_OBSERVATION
ent_49cf0e2641c6de2f,obs_38d006bc1b35,HAS_OBSERVATION
ent_4a284bfa4513a139,obs_03154a2e0d4c,HAS_OBSERVATION
ent_4a52ccd3adbbdcbf,obs_4ee67eda0339,HAS_OBSERVATION
ent_4a52ccd3adbbdcbf,obs_7d54006ad233,HAS_OBSERVATION
ent_4a52ccd3adbbdcbf,obs_d911b7465459,HAS_OBSERVATION
ent_4a81f9e40c79d0f1,obs_01b20cac1a60,HAS_OBSERVATION
ent_4a81f9e40c79d0f1,obs_c017b614a41c,HAS_OBSERVATION
ent_4ad1904fea76d1bb,obs_8886b8bb8cdf,HAS_OBSERVATION
ent_4ad1904fea76d1bb,obs_cba02f46850e,HAS_OBSERVATION
ent_4ad1904fea76d1bb,obs_eec8aaa7a4a8,HAS_OBSERVATION
ent_4ad909f115cdb688,obs_8bedef76f7a4,HAS_OBSERVATION
ent_4af4b6db408905fb,obs_9769b58d36ea,HAS_OBSERVATION
ent_4affd9af2fc169f4,obs_2d220775ca37,HAS_OBSERVATION
ent_4affd9af2fc169f4,obs_f4c32118c3af,HAS_OBSERVATION
ent_4b0c2c8e5eb42020,obs_0e4fdcd45dae,HAS_OBSERVATION
ent_4b0c2c8e5eb42020,obs_19af928d2d0a,HAS_OBSERVATION
ent_4b52b97baa4a112e,obs_977c4ef38f55,HAS_OBSERVATION
ent_4b7693dd6fd7e4ab,obs_0d7904f3db08,HAS_OBSERVATION
ent_4bd138483bb991ac,obs_7503ead1d131,HAS_OBSERVATION
ent_4bd138483bb991ac,obs_ebdfbd573290,HAS_OBSERVATION
ent_4bec05e21c21b5ec,obs_484656eba74f,HAS_OBSERVATION
ent_4c193fa8b524362b,obs_515746f08c5c,HAS_OBSERVATION
ent_4c193fa8b524362b,obs_6dc62bef194e,HAS_OBSERVATION
ent_4c193fa8b524362b,obs_b63c7c9f5b3c,HAS_OBSERVATION
ent_4c193fa8b524362b,obs_dfde9cce0812,HAS_OBSERVATION
ent_4c505785c2c9c149,obs_41a9e46c5ff3,HAS_OBSERVATION
ent_4c505785c2c9c149,obs_bcea17e05596,HAS_OBSERVATION
ent_4c89d0cb89527f82,obs_6e22a25ba148,HAS_OBSERVATION
ent_4c9771e5c989409b,obs_4ad0279b8de1,HAS_OBSERVATION
ent_4c9771e5c989409b,obs_5634bf7f6c48,HAS_OBSERVATION
ent_4c9771e5c989409b,obs_7d96c666d7bd,HAS_OBSERVATION
ent_4cbef43a2e039407,obs_183a4079538b,HAS_OBSERVATION
ent_4cbef43a2e039407,obs_5060c945630e,HAS_OBSERVATION
ent_4cbef43a2e039407,obs_58048c64435b,HAS_OBSERVATION
ent_4cbef43a2e039407,obs_5dd5c681f775,HAS_OBSERVATION
ent_4cbef43a2e039407,obs_722a7c7cee2c,HAS_OBSERVATION
ent_4cbef43a2e039407,obs_c60044ff10a1,HAS_OBSERVATION
ent_4cc66c0e30385747,obs_e4405b715d6f,HAS_OBSERVATION
ent_4dd06de56e177da4,obs_a4d103f2ed45,HAS_OBSERVATION
ent_4dda2461ef48d7a7,obs_4c1137d7ec01,HAS_OBSERVATION
ent_4ddcd4a284e70281,obs_f02ee8f3b2d6,HAS_OBSERVATION
ent_4e0749800b694d8a,obs_66647d14f9f4,HAS_OBSERVATION
ent_4e0749800b694d8a,obs_6b621a9134b0,HAS_OBSERVATION
ent_4e5ba63bfac51235,obs_6380b4faf48a,HAS_OBSERVATION
ent_4ea28445fbc8ffa2,obs_db275ae15719,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_117526fc5968,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_1947c1f4a690,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_286df10dbdcd,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_35f5df1a79c4,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_3a764bf73922,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_4b71be37642f,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_a66a45c34162,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_cd61c171d88c,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_e857467bde6e,HAS_OBSERVATION
ent_4ea38d5f0b8db03c,obs_fc3c8c816189,HAS_OBSERVATION
ent_4f1a88caee41e410,obs_a07df81c8386,HAS_OBSERVATION
ent_4f1a88caee41e410,obs_cb3cd4db76f6,HAS_OBSERVATION
ent_4f48c9d684754dad,obs_647e489b00d1,HAS_OBSERVATION
ent_4fba9beeb486fdb8,obs_1015c3a09c4e,HAS_OBSERVATION
ent_4fba9beeb486fdb8,obs_1f97be3900dc,HAS_OBSERVATION
ent_4fba9beeb486fdb8,obs_56e6ae22d193,HAS_OBSERVATION
ent_4fba9beeb486fdb8,obs_d809c754a764,HAS_OBSERVATION
ent_4fe7ec0b4d75f6b3,obs_2af4b67481f3,HAS_OBSERVATION
ent_4fe7ec0b4d75f6b3,obs_6acbff2c398b,HAS_OBSERVATION
ent_4fe7ec0b4d75f6b3,obs_ea22b6e97978,HAS_OBSERVATION
ent_5114bf8c15d62c37,obs_9761909e3bcd,HAS_OBSERVATION
ent_511671fa4bfc0cdc,obs_f152894ef0a0,HAS_OBSERVATION
ent_516c59e459afe473,obs_bae9a93526b6,HAS_OBSERVATION
ent_518191a2e2283f5a,obs_aa24803f2ca0,HAS_OBSERVATION
ent_518191a2e2283f5a,obs_fc9c12e92795,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_25f537e4d336,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_3b80af7ee66a,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_5e03079592c0,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_73c2687c9831,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_74cb449dff36,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_7b912c65af4f,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_905cc4e30326,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_a665db25b496,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_bf8acdcaf8c2,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_efd223c84a97,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_f4b80fc338bd,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_f71883ebf427,HAS_OBSERVATION
ent_5189e5e25d270c3d,obs_fed79465d9ec,HAS_OBSERVATION
ent_519d9e7786aba081,obs_93a2365c85d6,HAS_OBSERVATION
ent_519d9e7786aba081,obs_c1aea0f0c1cc,HAS_OBSERVATION
ent_51db22f5180604f7,obs_53028c058013,HAS_OBSERVATION
ent_51db22f5180604f7,obs_f7b832e96560,HAS_OBSERVATION
ent_51e9e723785f6fa9,obs_6897ebc18b8e,HAS_OBSERVATION
ent_51e9e723785f6fa9,obs_7eb3536d3161,HAS_OBSERVATION
ent_51e9e723785f6fa9,obs_95a5f87a4628,HAS_OBSERVATION
ent_51fe57392d476626,obs_4ad35f9abfa5,HAS_OBSERVATION
ent_51fe57392d476626,obs_5a280f62edaa,HAS_OBSERVATION
ent_51fe57392d476626,obs_686976482aa0,HAS_OBSERVATION
ent_51fe57392d476626,obs_77c933142a05,HAS_OBSERVATION
ent_51fe57392d476626,obs_801fe1002ee1,HAS_OBSERVATION
ent_51fe57392d476626,obs_aadc8eeaedc5,HAS_OBSERVATION
ent_521d49e4b680a28f,obs_2af1db388ec6,HAS_OBSERVATION
ent_521d49e4b680a28f,obs_f6c9f735d0eb,HAS_OBSERVATION
ent_523d18503a7ae97c,obs_63ceece9b52a,HAS_OBSERVATION
ent_523d18503a7ae97c,obs_b1854d029334,HAS_OBSERVATION
ent_523d18503a7ae97c,obs_d11b3cc9f8e6,HAS_OBSERVATION
ent_524446f54cdc56d7,obs_0373864c8c77,HAS_OBSERVATION
ent_524446f54cdc56d7,obs_6ffac013109a,HAS_OBSERVATION
ent_5244f655cf990d7f,obs_0fdcce04ef64,HAS_OBSERVATION
ent_5244f655cf990d7f,obs_b0058b9ed576,HAS_OBSERVATION
ent_52767c58a201435b,obs_0bbdcd190918,HAS_OBSERVATION
ent_52767c58a201435b,obs_6fefbdabb71c,HAS_OBSERVATION
ent_52767c58a201435b,obs_8b5f1b3ee89d,HAS_OBSERVATION
ent_52767c58a201435b,obs_94461693f733,HAS_OBSERVATION
ent_52767c58a201435b,obs_b4e650670820,HAS_OBSERVATION
ent_52b7a4d093b7bb6d,obs_56c7ce435da9,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_3004dcb486b8,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_604e74f44de1,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_8a7c912ba573,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_c44090268906,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_cc4acd90f25b,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_ce4d87094a08,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_df2204db07df,HAS_OBSERVATION
ent_52fc7e64463f4347,obs_f972b1ac9a4b,HAS_OBSERVATION
ent_5308bfcdddb23d2c,obs_a4f70a1c1bae,HAS_OBSERVATION
ent_5308bfcdddb23d2c,obs_fc56e4fad38f,HAS_OBSERVATION
ent_531c8ad0daad0093,obs_208e2100eecd,HAS_OBSERVATION
ent_535952bef6c60ae6,obs_017065997a1c,HAS_OBSERVATION
ent_535952bef6c60ae6,obs_d71fe1beb96c,HAS_OBSERVATION
ent_535b778707d28e65,obs_0826b37c3909,HAS_OBSERVATION
ent_535b778707d28e65,obs_1fc77ce665a0,HAS_OBSERVATION
ent_535b778707d28e65,obs_3ec7ded298bd,HAS_OBSERVATION
ent_535b778707d28e65,obs_b993edca739c,HAS_OBSERVATION
ent_535b778707d28e65,obs_ffea76e7a0e6,HAS_OBSERVATION
