entity_id:ID(Entity-ID),:LABEL,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_343d91ba5b428420,Entity,ent_343d91ba5b428420,ent_343d91ba5b428420,表面裂纹,表面裂纹,表面裂纹,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[331],331,"[""eocc_1431fc61ff4c8cb9""]",eocc_1431fc61ff4c8cb9
ent_34ee39d5947f5adf,Entity,ent_34ee39d5947f5adf,ent_34ee39d5947f5adf,隐患,隐患,隐患,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[355],355,"[""eocc_271647fcc22edaa9""]",eocc_271647fcc22edaa9
ent_35059f6dd83ea99b,Entity,ent_35059f6dd83ea99b,ent_35059f6dd83ea99b,缸套过热与损坏,缸套过热与损坏,缸套过热与损坏,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[351],351,"[""eocc_f52c3ac5295075b4""]",eocc_f52c3ac5295075b4
ent_357b6220587cadc7,Entity,ent_357b6220587cadc7,ent_357b6220587cadc7,柴油机启动系统电源,柴油机启动系统电源,柴油机启动系统电源,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[330],330,"[""eocc_5699106ea38fe135""]",eocc_5699106ea38fe135
ent_357ed4626a2790b7,Entity,ent_357ed4626a2790b7,ent_357ed4626a2790b7,贯穿螺栓,贯穿螺栓,贯穿螺栓,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[354, 355]",354|355,"[""eocc_38f41df2de3fa657"", ""eocc_6212140024660fb5""]",eocc_38f41df2de3fa657|eocc_6212140024660fb5
ent_35d6d2c9ef759531,Entity,ent_35d6d2c9ef759531,ent_35d6d2c9ef759531,船级社验船师,船级社验船师,船级社验船师,责任主体,责任主体,"[""责任主体""]",责任主体,,{},"[337, 340, 342, 343, 346]",337|340|342|343|346,"[""eocc_048250af67b21956"", ""eocc_18cb05335932f318"", ""eocc_9bcdc669ed09afd9"", ""eocc_b0fc0697ef2c0804"", ""eocc_cb2e1a0fa7c24905""]",eocc_048250af67b21956|eocc_18cb05335932f318|eocc_9bcdc669ed09afd9|eocc_b0fc0697ef2c0804|eocc_cb2e1a0fa7c24905
ent_362f1de596f9811c,Entity,ent_362f1de596f9811c,ent_362f1de596f9811c,备件进场检验报告,备件进场检验报告,备件进场检验报告,文件,文件,"[""文件""]",文件,,{},[344],344,"[""eocc_70a0973d6e850f92""]",eocc_70a0973d6e850f92
ent_363ba44dd0f5d0e7,Entity,ent_363ba44dd0f5d0e7,ent_363ba44dd0f5d0e7,系统故障,系统故障,系统故障,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_b3375a5b4b0ba747""]",eocc_b3375a5b4b0ba747
ent_366934530315bbc8,Entity,ent_366934530315bbc8,ent_366934530315bbc8,机座油底壳,机座油底壳,机座油底壳,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[354],354,"[""eocc_9dfc5d3adf59a77e""]",eocc_9dfc5d3adf59a77e
ent_36739950948e41ab,Entity,ent_36739950948e41ab,ent_36739950948e41ab,维修完工证书,维修完工证书,维修完工证书,文件,文件,"[""文件""]",文件,,{},"[337, 348]",337|348,"[""eocc_b3192ad9e1127af3"", ""eocc_cc84b586e14c9717""]",eocc_b3192ad9e1127af3|eocc_cc84b586e14c9717
ent_36a7506d56c7d210,Entity,ent_36a7506d56c7d210,ent_36a7506d56c7d210,工艺参数,工艺参数,工艺参数,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[338, 339]",338|339,"[""eocc_113b0470fb20b0cb"", ""eocc_815fbd58ad2d060a""]",eocc_113b0470fb20b0cb|eocc_815fbd58ad2d060a
ent_36daead55a88d568,Entity,ent_36daead55a88d568,ent_36daead55a88d568,油道,油道,油道,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[332, 339, 341]",332|339|341,"[""eocc_018478bddeec0bdf"", ""eocc_34eaec6c050b0ac2"", ""eocc_fb966278b28eee1d""]",eocc_018478bddeec0bdf|eocc_34eaec6c050b0ac2|eocc_fb966278b28eee1d
ent_36f4d3b230d1e95b,Entity,ent_36f4d3b230d1e95b,ent_36f4d3b230d1e95b,调整中心偏差,调整中心偏差,调整中心偏差,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[354],354,"[""eocc_f951f6ce2c034d54""]",eocc_f951f6ce2c034d54
ent_3754f8c25aba0b16,Entity,ent_3754f8c25aba0b16,ent_3754f8c25aba0b16,活塞销孔圆度检测,活塞销孔圆度检测,活塞销孔圆度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_95e3c823ff8b5e58""]",eocc_95e3c823ff8b5e58
ent_378655aa15aaa0cb,Entity,ent_378655aa15aaa0cb,ent_378655aa15aaa0cb,筒形活塞式柴,筒形活塞式柴,筒形活塞式柴,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[354],354,"[""eocc_c33ec036c5eec2d0""]",eocc_c33ec036c5eec2d0
ent_37bdb473e450635a,Entity,ent_37bdb473e450635a,ent_37bdb473e450635a,拐挡差,拐挡差,拐挡差,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[331],331,"[""eocc_272424465b21fe06""]",eocc_272424465b21fe06
ent_37c00df69c85e528,Entity,ent_37c00df69c85e528,ent_37c00df69c85e528,水腔结垢,水腔结垢,水腔结垢,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[353],353,"[""eocc_67ed2e9d84869d6d""]",eocc_67ed2e9d84869d6d
ent_382553b754efd948,Entity,ent_382553b754efd948,ent_382553b754efd948,原厂技术说明书,原厂技术说明书,原厂技术说明书,文件,文件,"[""文件""]",文件,,{},[329],329,"[""eocc_3f1e5fc0c0ff8249""]",eocc_3f1e5fc0c0ff8249
ent_383bc65e5e1d2ceb,Entity,ent_383bc65e5e1d2ceb,ent_383bc65e5e1d2ceb,起重工,起重工,起重工,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[338],338,"[""eocc_1376d2398014904c""]",eocc_1376d2398014904c
ent_385e4396ef7dac1b,Entity,ent_385e4396ef7dac1b,ent_385e4396ef7dac1b,粉尘杂质,粉尘杂质,粉尘杂质,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[341],341,"[""eocc_a7bcbb53ebef4e27""]",eocc_a7bcbb53ebef4e27
ent_38642a2ccd38b7e7,Entity,ent_38642a2ccd38b7e7,ent_38642a2ccd38b7e7,拧紧力矩,拧紧力矩,拧紧力矩,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[341],341,"[""eocc_8917f82ed2b663c0""]",eocc_8917f82ed2b663c0
ent_388af6dd333ba1a7,Entity,ent_388af6dd333ba1a7,ent_388af6dd333ba1a7,完工检验,完工检验,完工检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[336],336,"[""eocc_9442d68381f8b1b8""]",eocc_9442d68381f8b1b8
ent_3903a293826a63ea,Entity,ent_3903a293826a63ea,ent_3903a293826a63ea,干摩擦损伤,干摩擦损伤,干摩擦损伤,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[341],341,"[""eocc_b33878f1b8fd5651""]",eocc_b33878f1b8fd5651
ent_392c2151f78d5ed4,Entity,ent_392c2151f78d5ed4,ent_392c2151f78d5ed4,断裂,断裂,断裂,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},"[330, 334, 355]",330|334|355,"[""eocc_6bbdd5636ff372aa"", ""eocc_caa354b4b7cc73f7"", ""eocc_e34ba2bfbd1a060c""]",eocc_6bbdd5636ff372aa|eocc_caa354b4b7cc73f7|eocc_e34ba2bfbd1a060c
ent_39c6b550d5b28076,Entity,ent_39c6b550d5b28076,ent_39c6b550d5b28076,待装配的部件,待装配的部件,待装配的部件,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[341],341,"[""eocc_e948cb215bf30829""]",eocc_e948cb215bf30829
ent_3a497c2c6fd384c9,Entity,ent_3a497c2c6fd384c9,ent_3a497c2c6fd384c9,操作技能,操作技能,操作技能,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[355],355,"[""eocc_d1cd16968f7f3cc2""]",eocc_d1cd16968f7f3cc2
ent_3ac046bbdca1d9be,Entity,ent_3ac046bbdca1d9be,ent_3ac046bbdca1d9be,轮机长,轮机长,轮机长,责任主体,责任主体,"[""责任主体""]",责任主体,,{},"[337, 350, 352]",337|350|352,"[""eocc_20131fa1e0a73e14"", ""eocc_8112dab706377ac6"", ""eocc_bfee229d414150da""]",eocc_20131fa1e0a73e14|eocc_8112dab706377ac6|eocc_bfee229d414150da
ent_3b2531769a42f74c,Entity,ent_3b2531769a42f74c,ent_3b2531769a42f74c,曲轴,曲轴,曲轴,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[333],333,"[""eocc_f9508fbc81c802c8""]",eocc_f9508fbc81c802c8
ent_3b9e68a30b4a5f26,Entity,ent_3b9e68a30b4a5f26,ent_3b9e68a30b4a5f26,测量,测量,测量,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[355],355,"[""eocc_65c0a4c7afeb4a2a""]",eocc_65c0a4c7afeb4a2a
ent_3b9fc9efa95368aa,Entity,ent_3b9fc9efa95368aa,ent_3b9fc9efa95368aa,十字头式柴油机,十字头式柴油机,十字头式柴油机,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[354],354,"[""eocc_03f6f366329371d9""]",eocc_03f6f366329371d9
ent_3bfca3e4c8c6f63b,Entity,ent_3bfca3e4c8c6f63b,ent_3bfca3e4c8c6f63b,运行工况,运行工况,运行工况,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[347],347,"[""eocc_23bc8f450222b0b4""]",eocc_23bc8f450222b0b4
ent_3c30dcd6478d235a,Entity,ent_3c30dcd6478d235a,ent_3c30dcd6478d235a,机械应力超限,机械应力超限,机械应力超限,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_ce80ce65e81fc680""]",eocc_ce80ce65e81fc680
ent_3c317b28295d0e22,Entity,ent_3c317b28295d0e22,ent_3c317b28295d0e22,整机装配与调试,整机装配与调试,整机装配与调试,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[341],341,"[""eocc_a2b8e9b748b9b766""]",eocc_a2b8e9b748b9b766
ent_3cca944e1d1c32ec,Entity,ent_3cca944e1d1c32ec,ent_3cca944e1d1c32ec,机座垂直度检测,机座垂直度检测,机座垂直度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_59dbfc3d58ae8cba""]",eocc_59dbfc3d58ae8cba
ent_3d4396ce0fc0d4a9,Entity,ent_3d4396ce0fc0d4a9,ent_3d4396ce0fc0d4a9,涡轮,涡轮,涡轮,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[358, 359]",358|359,"[""eocc_0274b3a42541ebfe"", ""eocc_172e1d10ed70ca42""]",eocc_0274b3a42541ebfe|eocc_172e1d10ed70ca42
ent_3d4854605b0058d3,Entity,ent_3d4854605b0058d3,ent_3d4854605b0058d3,岗位资质,岗位资质,岗位资质,文件,文件,"[""文件""]",文件,,{},[338],338,"[""eocc_6df7489c9263cc47""]",eocc_6df7489c9263cc47
ent_3e9a653a82166956,Entity,ent_3e9a653a82166956,ent_3e9a653a82166956,耗材,耗材,耗材,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[337, 338]",337|338,"[""eocc_25ff6ea7cbd038e3"", ""eocc_5133e974f4d4c539""]",eocc_25ff6ea7cbd038e3|eocc_5133e974f4d4c539
ent_3eec336e1eec85d8,Entity,ent_3eec336e1eec85d8,ent_3eec336e1eec85d8,水温突变,水温突变,水温突变,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[351],351,"[""eocc_acd643817a68cf54""]",eocc_acd643817a68cf54
ent_3f45ede2e3b07a7d,Entity,ent_3f45ede2e3b07a7d,ent_3f45ede2e3b07a7d,故障程度,故障程度,故障程度,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[339],339,"[""eocc_c1941fd2221ac540""]",eocc_c1941fd2221ac540
ent_3fd60e124fdbfb03,Entity,ent_3fd60e124fdbfb03,ent_3fd60e124fdbfb03,启动空气管路,启动空气管路,启动空气管路,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[346],346,"[""eocc_f79491e10b5cee3b""]",eocc_f79491e10b5cee3b
ent_4021672daa827b03,Entity,ent_4021672daa827b03,ent_4021672daa827b03,曲轴变形校正,曲轴变形校正,曲轴变形校正,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[340],340,"[""eocc_efdf532df9e6e605""]",eocc_efdf532df9e6e605
ent_4102623e4639725c,Entity,ent_4102623e4639725c,ent_4102623e4639725c,深度清洁,深度清洁,深度清洁,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[339],339,"[""eocc_c11bba123bfcad49""]",eocc_c11bba123bfcad49
ent_41955258138c5714,Entity,ent_41955258138c5714,ent_41955258138c5714,传感器,传感器,传感器,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[345, 346]",345|346,"[""eocc_0abe09766e4962fa"", ""eocc_fe43d7bcf6f1fe92""]",eocc_0abe09766e4962fa|eocc_fe43d7bcf6f1fe92
ent_41b6eeb7ee058d7d,Entity,ent_41b6eeb7ee058d7d,ent_41b6eeb7ee058d7d,启动时间,启动时间,启动时间,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[347],347,"[""eocc_af1eca204dae32fe""]",eocc_af1eca204dae32fe
ent_41d7f282beb9b007,Entity,ent_41d7f282beb9b007,ent_41d7f282beb9b007,示功阀孔,示功阀孔,示功阀孔,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[353],353,"[""eocc_102a0eaef2ec3e90""]",eocc_102a0eaef2ec3e90
ent_421d12e8099ca3f3,Entity,ent_421d12e8099ca3f3,ent_421d12e8099ca3f3,装配环境要求,装配环境要求,装配环境要求,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[336],336,"[""eocc_019cee4109a440ff""]",eocc_019cee4109a440ff
ent_425c8320ccb33917,Entity,ent_425c8320ccb33917,ent_425c8320ccb33917,精密加工面,精密加工面,精密加工面,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[339],339,"[""eocc_80d71590d2ece032""]",eocc_80d71590d2ece032
ent_431fad662c760cfe,Entity,ent_431fad662c760cfe,ent_431fad662c760cfe,排气噪声,排气噪声,排气噪声,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[356],356,"[""eocc_69dc3746c20a2d59""]",eocc_69dc3746c20a2d59
ent_4344fa00914ef33d,Entity,ent_4344fa00914ef33d,ent_4344fa00914ef33d,超声波探伤 (UT),超声波探伤ut,超声波探伤 (UT),检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[331],331,"[""eocc_1ca9c52942740ed3""]",eocc_1ca9c52942740ed3
ent_4367c038f0cc7af6,Entity,ent_4367c038f0cc7af6,ent_4367c038f0cc7af6,气缸套镗磨修复,气缸套镗磨修复,气缸套镗磨修复,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[335],335,"[""eocc_8d4a7ef79ea1b8c8""]",eocc_8d4a7ef79ea1b8c8
ent_4381045c240dd85f,Entity,ent_4381045c240dd85f,ent_4381045c240dd85f,维护管理经验,维护管理经验,维护管理经验,文件,文件,"[""文件""]",文件,,{},[355],355,"[""eocc_28be10611c6dece1""]",eocc_28be10611c6dece1
ent_4415d14a3d15d685,Entity,ent_4415d14a3d15d685,ent_4415d14a3d15d685,检验记录,检验记录,检验记录,文件,文件,"[""文件""]",文件,,{},"[342, 343, 344]",342|343|344,"[""eocc_316eb5cd92fffadc"", ""eocc_a32257df61aed428"", ""eocc_db1796a9e101013f""]",eocc_316eb5cd92fffadc|eocc_a32257df61aed428|eocc_db1796a9e101013f
ent_443c3bae37090f25,Entity,ent_443c3bae37090f25,ent_443c3bae37090f25,机械加工修复检验,机械加工修复检验,机械加工修复检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[344],344,"[""eocc_495f0d23549aed0d""]",eocc_495f0d23549aed0d
ent_445bad76541b97af,Entity,ent_445bad76541b97af,ent_445bad76541b97af,《船舶柴油机修理技术要求》,船舶柴油机修理技术要求,《船舶柴油机修理技术要求》,文件,文件,"[""文件""]",文件,,"{""标准号"": ""CB/T3533-1994""}","[329, 343]",329|343,"[""eocc_1a0e8c56d67d0c68"", ""eocc_7f97c17f2b7b7412""]",eocc_1a0e8c56d67d0c68|eocc_7f97c17f2b7b7412
ent_44786522511a8ac1,Entity,ent_44786522511a8ac1,ent_44786522511a8ac1,增压扫气系统,增压扫气系统,增压扫气系统,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[350, 352]",350|352,"[""eocc_1cbecea04ca30519"", ""eocc_c3faf76014c36b6b""]",eocc_1cbecea04ca30519|eocc_c3faf76014c36b6b
ent_44d550002b32fa77,Entity,ent_44d550002b32fa77,ent_44d550002b32fa77,连杆弯曲扭曲校正,连杆弯曲扭曲校正,连杆弯曲扭曲校正,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[340],340,"[""eocc_1ba0095087dee571""]",eocc_1ba0095087dee571
ent_451143707f97601b,Entity,ent_451143707f97601b,ent_451143707f97601b,燃油与滑油的规格,燃油与滑油的规格,燃油与滑油的规格,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[351],351,"[""eocc_aca837ac01469ad6""]",eocc_aca837ac01469ad6
ent_45f87e50794d369a,Entity,ent_45f87e50794d369a,ent_45f87e50794d369a,轴瓦更换,轴瓦更换,轴瓦更换,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[335],335,"[""eocc_60d2a94bbbd6c8f1""]",eocc_60d2a94bbbd6c8f1
ent_461aaf10dd330e78,Entity,ent_461aaf10dd330e78,ent_461aaf10dd330e78,清理积污,清理积污,清理积污,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[352],352,"[""eocc_20e44e0103162396""]",eocc_20e44e0103162396
ent_47076cb5cde0d030,Entity,ent_47076cb5cde0d030,ent_47076cb5cde0d030,轮机修造人员,轮机修造人员,轮机修造人员,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[356],356,"[""eocc_5af2e34ce0b1d2fb""]",eocc_5af2e34ce0b1d2fb
ent_4749edb69225c5f2,Entity,ent_4749edb69225c5f2,ent_4749edb69225c5f2,焊后热处理,焊后热处理,焊后热处理,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[340],340,"[""eocc_f345b55bb65a304b""]",eocc_f345b55bb65a304b
ent_47504aa1eb4bb1a5,Entity,ent_47504aa1eb4bb1a5,ent_47504aa1eb4bb1a5,进厂检验,进厂检验,进厂检验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[336],336,"[""eocc_76e18e08487a1fa2""]",eocc_76e18e08487a1fa2
ent_478abbc25c59a123,Entity,ent_478abbc25c59a123,ent_478abbc25c59a123,埋藏缺陷,埋藏缺陷,埋藏缺陷,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[331],331,"[""eocc_7d67fc2883bbee98""]",eocc_7d67fc2883bbee98
ent_47c1709c3f5991fa,Entity,ent_47c1709c3f5991fa,ent_47c1709c3f5991fa,拉痕,拉痕,拉痕,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[333],333,"[""eocc_017c0a68b34c9819""]",eocc_017c0a68b34c9819
ent_47e9cb7da70bfe39,Entity,ent_47e9cb7da70bfe39,ent_47e9cb7da70bfe39,积碳,积碳,积碳,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},"[331, 332, 339, 344]",331|332|339|344,"[""eocc_1671ae45c8b6441e"", ""eocc_3d05d58a9b786aae"", ""eocc_a4031b3607a23413"", ""eocc_a5c10406f3bfae1e""]",eocc_1671ae45c8b6441e|eocc_3d05d58a9b786aae|eocc_a4031b3607a23413|eocc_a5c10406f3bfae1e
ent_4830511807b833fa,Entity,ent_4830511807b833fa,ent_4830511807b833fa,安全隐患排查,安全隐患排查,安全隐患排查,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[342],342,"[""eocc_d9296b3be24f36f9""]",eocc_d9296b3be24f36f9
ent_48e75734768cc26c,Entity,ent_48e75734768cc26c,ent_48e75734768cc26c,船方,船方,船方,责任主体,责任主体,"[""责任主体""]",责任主体,,{},"[340, 342, 344, 346, 348]",340|342|344|346|348,"[""eocc_0b5a19c4ca0d1c5b"", ""eocc_0c2a838c6d2e896f"", ""eocc_a7367a49f65cbbc8"", ""eocc_aa252cded26c3ec6"", ""eocc_c74f8b53b3c250a7""]",eocc_0b5a19c4ca0d1c5b|eocc_0c2a838c6d2e896f|eocc_a7367a49f65cbbc8|eocc_aa252cded26c3ec6|eocc_c74f8b53b3c250a7
ent_491cff066a31aab7,Entity,ent_491cff066a31aab7,ent_491cff066a31aab7,质量标准,质量标准,质量标准,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[339],339,"[""eocc_93e97f784e4aa8a4""]",eocc_93e97f784e4aa8a4
ent_496327ba5784ff28,Entity,ent_496327ba5784ff28,ent_496327ba5784ff28,恢复性维修工艺,恢复性维修工艺,恢复性维修工艺,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},[334],334,"[""eocc_3092d36b78e71ca8""]",eocc_3092d36b78e71ca8
ent_49682ff82b48ec56,Entity,ent_49682ff82b48ec56,ent_49682ff82b48ec56,安全负责人,安全负责人,安全负责人,责任主体,责任主体,"[""责任主体""]",责任主体,,{},[339],339,"[""eocc_93e0afb36308dc99""]",eocc_93e0afb36308dc99
ent_4a7d889ee35cc02f,Entity,ent_4a7d889ee35cc02f,ent_4a7d889ee35cc02f,pk,pk,pk,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},[359],359,"[""eocc_4db6a06c1fb3ec85""]",eocc_4db6a06c1fb3ec85
ent_4ae4d1064f45a089,Entity,ent_4ae4d1064f45a089,ent_4ae4d1064f45a089,冷却水质化验,冷却水质化验,冷却水质化验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[353],353,"[""eocc_6c449e1535fe31a6""]",eocc_6c449e1535fe31a6
ent_4b43ad74e521ab5b,Entity,ent_4b43ad74e521ab5b,ent_4b43ad74e521ab5b,驱动泵,驱动泵,驱动泵,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[352],352,"[""eocc_d9176bacb54d5d73""]",eocc_d9176bacb54d5d73
ent_4bc93cf51b5f110c,Entity,ent_4bc93cf51b5f110c,ent_4bc93cf51b5f110c,排空系统,排空系统,排空系统,维修活动,维修活动,"[""维修活动""]",维修活动,,{},[330],330,"[""eocc_20bd0308d33ac8d3""]",eocc_20bd0308d33ac8d3
ent_4c5f82f14adb79f8,Entity,ent_4c5f82f14adb79f8,ent_4c5f82f14adb79f8,高压试验,高压试验,高压试验,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[335],335,"[""eocc_cdf7938cf8cd2615""]",eocc_cdf7938cf8cd2615
ent_4cb467ba1a5f5587,Entity,ent_4cb467ba1a5f5587,ent_4cb467ba1a5f5587,增压器,增压器,增压器,设备对象,设备对象,"[""设备对象""]",设备对象,,{},"[352, 359]",352|359,"[""eocc_6c1928e7b5ed45da"", ""eocc_c7724d2be76e1bf8""]",eocc_6c1928e7b5ed45da|eocc_c7724d2be76e1bf8
ent_4cb718fae3f2538d,Entity,ent_4cb718fae3f2538d,ent_4cb718fae3f2538d,内壁表面粗糙度检测,内壁表面粗糙度检测,内壁表面粗糙度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_1781052b39b406d5""]",eocc_1781052b39b406d5
ent_4cb90d0bdd5fc635,Entity,ent_4cb90d0bdd5fc635,ent_4cb90d0bdd5fc635,柴油机废气涡轮增压系统,柴油机废气涡轮增压系统,柴油机废气涡轮增压系统,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[356],356,"[""eocc_acb8eb5e234d95b1""]",eocc_acb8eb5e234d95b1
ent_4ce75fae6a67ccf1,Entity,ent_4ce75fae6a67ccf1,ent_4ce75fae6a67ccf1,废气涡轮增压,废气涡轮增压,废气涡轮增压,维修工艺/措施,维修工艺/措施,"[""维修工艺/措施""]",维修工艺/措施,,{},"[356, 357]",356|357,"[""eocc_0f38a68217ddfb52"", ""eocc_da7a231e16586dae""]",eocc_0f38a68217ddfb52|eocc_da7a231e16586dae
ent_4d2188dc286abc0a,Entity,ent_4d2188dc286abc0a,ent_4d2188dc286abc0a,原厂技术标准,原厂技术标准,原厂技术标准,文件,文件,"[""文件""]",文件,,{},"[336, 345]",336|345,"[""eocc_9a2d1dcc8e9c17f6"", ""eocc_c2629834300a6f13""]",eocc_9a2d1dcc8e9c17f6|eocc_c2629834300a6f13
ent_4d413a836360a901,Entity,ent_4d413a836360a901,ent_4d413a836360a901,维护不当,维护不当,维护不当,原因/影响因素,原因/影响因素,"[""原因/影响因素""]",原因/影响因素,,{},[353],353,"[""eocc_6d9117e8f8dc8eee""]",eocc_6d9117e8f8dc8eee
ent_4d433938c70913d2,Entity,ent_4d433938c70913d2,ent_4d433938c70913d2,测量数据,测量数据,测量数据,文件,文件,"[""文件""]",文件,,{},[341],341,"[""eocc_0ee26880916dddaa""]",eocc_0ee26880916dddaa
ent_4d4ee334d3c35c05,Entity,ent_4d4ee334d3c35c05,ent_4d4ee334d3c35c05,扫气箱箱体裂纹,扫气箱箱体裂纹,扫气箱箱体裂纹,故障/异常,故障/异常,"[""故障/异常""]",故障/异常,,{},[352],352,"[""eocc_3d73fde8e62fc378""]",eocc_3d73fde8e62fc378
ent_4d8bf77c64550fba,Entity,ent_4d8bf77c64550fba,ent_4d8bf77c64550fba,曲轴圆度检测,曲轴圆度检测,曲轴圆度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_4c11b5da02bbb014""]",eocc_4c11b5da02bbb014
ent_4d9351a62327e4c1,Entity,ent_4d9351a62327e4c1,ent_4d9351a62327e4c1,气缸套内径圆度检测,气缸套内径圆度检测,气缸套内径圆度检测,检验/试验,检验/试验,"[""检验/试验""]",检验/试验,,{},[333],333,"[""eocc_2277574dd908dba8""]",eocc_2277574dd908dba8
ent_4dd16dd84f72e813,Entity,ent_4dd16dd84f72e813,ent_4dd16dd84f72e813,专用清洁托盘,专用清洁托盘,专用清洁托盘,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[339],339,"[""eocc_aa64020002cef082""]",eocc_aa64020002cef082
ent_4e7baf4b3c7571d6,Entity,ent_4e7baf4b3c7571d6,ent_4e7baf4b3c7571d6,增压器轴承,增压器轴承,增压器轴承,设备对象,设备对象,"[""设备对象""]",设备对象,,{},[352],352,"[""eocc_1d8404191cd4a097""]",eocc_1d8404191cd4a097
ent_4ec407a780351fd5,Entity,ent_4ec407a780351fd5,ent_4ec407a780351fd5,形位公差,形位公差,形位公差,参数/指标,参数/指标,"[""参数/指标""]",参数/指标,,{},"[340, 344]",340|344,"[""eocc_22999bd0d0eb4027"", ""eocc_c12cdbacc980211d""]",eocc_22999bd0d0eb4027|eocc_c12cdbacc980211d
