observation_id,text,kind,source_kind,attribute_key,attribute_value,relation_type,peer_entity_id,peer_entity_name,direction,source_chunk_ids_json,source_chunk_ids_pipe
obs_40f4fd0452c5,被 更换活塞令后装复 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_2a6c625d32570d69,更换活塞令后装复,incoming,[484],484
obs_40f555e43929,被 用手动砂轮打出约 20 mm 坡口 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_00081508f4e60366,用手动砂轮打出约 20 mm 坡口,incoming,[498],498
obs_41042f42ff4c,被 海水漏入 No.5 右油舱 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_bc7f1fc14a0d7e86,海水漏入 No.5 右油舱,incoming,[506],506
obs_411477192608,与 活塞环 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_ec93374dfefadb97,活塞环,outgoing,[467],467
obs_414a65ba4466,与 传动链条损坏 存在 导致 关系,relation_projection,relation,,,导致,ent_cad446d2dbd7f32f,传动链条损坏,outgoing,[459],459
obs_415cb36394ff,与 滚轮 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_dce91c57d1a441bd,滚轮,outgoing,[464],464
obs_41683f094e00,与 合金层 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_d6f5ac66678abfdf,合金层,outgoing,[500],500
obs_416e352c69b0,与 滚轮局部撞碎 存在 导致 关系,relation_projection,relation,,,导致,ent_df899e7892f003c0,滚轮局部撞碎,outgoing,[465],465
obs_4171cb253f6c,被 DH 轮主机扫气箱爆炸，空冷器损坏 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_898c3d76a0904a77,DH 轮主机扫气箱爆炸，空冷器损坏,incoming,[477],477
obs_4177c51be6c7,被 严重违反主机安全操作规程 以 导致 关系连接,relation_projection,relation,,,导致,ent_094f5bfcfd3149aa,严重违反主机安全操作规程,incoming,[475],475
obs_419c25cd7315,与 滚轮导套 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_b830c8eac09d32a1,滚轮导套,outgoing,[465],465
obs_41a9e46c5ff3,与 主机 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_c36804f0e8a37b9b,主机,outgoing,[463],463
obs_41cdfeab758b,与 油泵咬死 存在 表现为 关系,relation_projection,relation,,,表现为,ent_37eda08035a6e4a5,油泵咬死,outgoing,[462],462
obs_41eef31d7fa4,被 裂损缸套裂纹 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_758f61bcfa4021a0,裂损缸套裂纹,incoming,[474],474
obs_420bbc7afabc,被 进口滤器 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_9758de461c0f8ea6,进口滤器,incoming,[505],505
obs_421406ba738e,与 排烟温度升高 存在 表现为 关系,relation_projection,relation,,,表现为,ent_de4498ae9fb03a96,排烟温度升高,outgoing,[495],495
obs_421950e7506c,被 GHS 轮主机连续机损事故 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_b31df66e6f83322d,GHS 轮主机连续机损事故,incoming,[473],473
obs_4230fb8f8742,被 定期对油柜、各过滤器和分油机进行解体清洁检查 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_12201932b9338482,定期对油柜、各过滤器和分油机进行解体清洁检查,incoming,[461],461
obs_42326da42654,与 第 1 缸 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_d35a199697fac10e,第 1 缸,outgoing,[485],485
obs_4243dc5c6537,与 缓冲空气室 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_c8e884b60e647019,缓冲空气室,outgoing,[488],488
obs_425136d835cd,被 环槽 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_20c3f7d72454b03a,环槽,incoming,[493],493
obs_425450290c74,被 衬套龟裂 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_44590ddf45136dee,衬套龟裂,incoming,[498],498
obs_4257d6b27935,与 机架 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_c089adfbc1df3a27,机架,outgoing,[512],512
obs_42654c899039,与 柱塞套筒 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_0519624acb43ac50,柱塞套筒,outgoing,[482],482
obs_42a67c7b7cbc,与 曲柄销 存在 涉及设备 关系,relation_projection,relation,,,涉及设备,ent_52767c58a201435b,曲柄销,outgoing,[503],503
obs_42a69051b6b1,与 导套保险销紧固螺丝 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_208e2cbb51e23ddd,导套保险销紧固螺丝,outgoing,[465],465
obs_42b1e0fbc2c9,与 第 2 缸水套 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_125d4ba8ba49b06a,第 2 缸水套,outgoing,[505],505
obs_42bcd4b89ec6,与 透平增压器 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_dc9ff205cb3f8cde,透平增压器,outgoing,[467],467
obs_42e7a8e1bc98,被 AQH 轮主机平衡器链条断损事故 以 处置于 关系连接,relation_projection,relation,,,处置于,ent_af21c79f23b00709,AQH 轮主机平衡器链条断损事故,incoming,[459],459
obs_42ed6d3696ea,被 确保各处压差表处于正常使用状态 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_e3f9f2d3cb3d0266,确保各处压差表处于正常使用状态,incoming,[472],472
obs_42f1a2dce435,与 第 3 缸右前方缸头与缸套接触面 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_b4420d30629819e2,第 3 缸右前方缸头与缸套接触面,outgoing,[511],511
obs_42f83c8c992e,与 No.3 缸 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_4c9771e5c989409b,No.3 缸,outgoing,[465],465
obs_4336f3f0603a,被 YC 轮主机缸套、活塞异常磨损 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_0e1a542a535f13bf,YC 轮主机缸套、活塞异常磨损,incoming,[493],493
obs_433a164377b7,被 缸头螺栓连根拔起事故 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_1305b375df093b8a,缸头螺栓连根拔起事故,incoming,[512],512
obs_433fb9f7265c,被 FH 轮 No.2 缸活塞头烧穿 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_2ebdb71cb8f2ff63,FH 轮 No.2 缸活塞头烧穿,incoming,[476],476
obs_436b95668519,被 发现垃圾、油脚过多时要及时查明原因消除隐患 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_86c812e685dcf1db,发现垃圾、油脚过多时要及时查明原因消除隐患,incoming,[461],461
obs_4374877207d3,与 停车检查 存在 采取 关系,relation_projection,relation,,,采取,ent_2a7adf6ced9d52be,停车检查,outgoing,[488],488
obs_43a958362555,被 缸头螺栓连根拔起事故 以 采取 关系连接,relation_projection,relation,,,采取,ent_1305b375df093b8a,缸头螺栓连根拔起事故,incoming,[512],512
obs_43c093445a82,被 JH 轮主机燃油系统进入铝矿粉，造成缸套、活塞环异常磨损 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_43a29fa6a565390b,JH 轮主机燃油系统进入铝矿粉，造成缸套、活塞环异常磨损,incoming,[460],460
obs_43d040bab1cd,与 转速大幅波动 存在 导致 关系,relation_projection,relation,,,导致,ent_ddee8b5513d1adaf,转速大幅波动,outgoing,[461],461
obs_43d5ace3213e,与 主机 存在 涉及设备 关系,relation_projection,relation,,,涉及设备,ent_c36804f0e8a37b9b,主机,outgoing,[459],459
obs_43d750ec83bf,与 压气端轴承 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_457816be99bbc4c4,压气端轴承,outgoing,[496],496
obs_43e139cdd919,与 主机中间轴承 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_3eb3ef831eed1f00,主机中间轴承,outgoing,[499],499
obs_43ef24266532,与 卡阻现象 存在 导致 关系,relation_projection,relation,,,导致,ent_e0f2be862d901abc,卡阻现象,outgoing,[482],482
obs_43ef83a93fc2,缸数：9 缸,attribute,entity_attribute,缸数,9 缸,,,,,"[459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 475, 476, 477, 478, 479, 480, 482, 484, 485, 486, 488, 489, 490, 491, 492, 493, 495, 496, 497, 498, 499, 501, 502, 503, 504, 505, 506, 507, 508, 509, 510, 511, 512, 513, 514]",459|460|461|462|463|464|465|466|467|468|469|470|471|472|473|475|476|477|478|479|480|482|484|485|486|488|489|490|491|492|493|495|496|497|498|499|501|502|503|504|505|506|507|508|509|510|511|512|513|514
obs_43f3fb855225,与 主机机油粘度超过允许极限 存在 导致 关系,relation_projection,relation,,,导致,ent_1781f61e9579d13e,主机机油粘度超过允许极限,outgoing,[469],469
obs_444e0d9ea09c,被 FH 轮 No.2 缸活塞头烧穿 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_2ebdb71cb8f2ff63,FH 轮 No.2 缸活塞头烧穿,incoming,[476],476
obs_4453fbf3eb36,与 第 2 缸缸套 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_1d841a64292ec069,第 2 缸缸套,outgoing,[505],505
obs_4462a832f1a2,被 日用柜 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_6a2cdabc14034108,日用柜,incoming,[461],461
obs_447cfe74d353,被 底轴后端与轴套磨损严重 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_1a695c3a63940825,底轴后端与轴套磨损严重,incoming,[503],503
obs_448c5ff0184a,与 缸套 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_67654c5f4f2e5d29,缸套,outgoing,[473],473
obs_448dc2a7c0ba,与 主机 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_c36804f0e8a37b9b,主机,outgoing,[511],511
obs_4499c0155a49,与 停车检查 存在 采取 关系,relation_projection,relation,,,采取,ent_2a7adf6ced9d52be,停车检查,outgoing,[489],489
obs_44d55ae74895,被 GAY 轮主机透平重复发生故障和损坏 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_00b5eb72aadb3c14,GAY 轮主机透平重复发生故障和损坏,incoming,[462],462
obs_44e13a22d431,被 MH 轮主机燃用劣质燃油，缸套异常磨损 以 采取 关系连接,relation_projection,relation,,,采取,ent_8e2249fcb93a35e2,MH 轮主机燃用劣质燃油，缸套异常磨损,incoming,[507],507
obs_44e18d1de041,被 发现损坏必须及时修理 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_dc30599d1b87cf6d,发现损坏必须及时修理,incoming,[461],461
obs_44e89ced079c,与 活塞环 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_ec93374dfefadb97,活塞环,outgoing,[466],466
obs_44f26af0298c,与 旧轴承 存在 涉及设备 关系,relation_projection,relation,,,涉及设备,ent_10c43f0a50063fac,旧轴承,outgoing,[463],463
obs_451301f8b33c,与 减速航行至南非德班港修理 存在 采取 关系,relation_projection,relation,,,采取,ent_dff14adf0453cb1c,减速航行至南非德班港修理,outgoing,[503],503
obs_4518a77c6066,与 第 6 缸 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_866d3755cd6efd2e,第 6 缸,outgoing,[493],493
obs_452b53ccfb4f,与 No.3 缸 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_4c9771e5c989409b,No.3 缸,outgoing,[466],466
obs_45328f8fd603,被 主机机油粘度超过允许极限 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_1781f61e9579d13e,主机机油粘度超过允许极限,incoming,[469],469
obs_4538771f2425,与 No.1 增压器 存在 涉及设备 关系,relation_projection,relation,,,涉及设备,ent_38581f6414659f36,No.1 增压器,outgoing,[486],486
obs_45404445acc6,与 叶轮与涡壳擦碰并造成损伤 存在 表现为 关系,relation_projection,relation,,,表现为,ent_3fc231d9340b510b,叶轮与涡壳擦碰并造成损伤,outgoing,[488],488
obs_455aa2ca362d,与 转子 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_a385d3fce78c2bae,转子,outgoing,[487],487
obs_455c0644d475,被 继续循环分油 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_9d4d280313285300,继续循环分油,incoming,[509],509
obs_455fdc746a1c,被 机器上下部件跳动 以 导致 关系连接,relation_projection,relation,,,导致,ent_0ebab96bc3ba6d3c,机器上下部件跳动,incoming,[514],514
obs_45620148995a,被 将主机凸轮轴第 4 缸考比林拆除 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_084d581f3d7c807d,将主机凸轮轴第 4 缸考比林拆除,incoming,[510],510
obs_45763132b22f,被 燃油滤器过滤效果不够理想 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_76ce254f96b7439d,燃油滤器过滤效果不够理想,incoming,[483],483
obs_4585d47fa2b4,被 换新缸套并更换全部活塞令后装复 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_957dfb7e9c00bae8,换新缸套并更换全部活塞令后装复,incoming,[473],473
obs_4597c3299b64,与 赶班期 存在 原因是 关系,relation_projection,relation,,,原因是,ent_b3dd283b565cc577,赶班期,outgoing,[476],476
obs_45be66cc78ff,被 GAY 轮主机透平重复发生故障和损坏 以 采取 关系连接,relation_projection,relation,,,采取,ent_00b5eb72aadb3c14,GAY 轮主机透平重复发生故障和损坏,incoming,[462],462
obs_45c5b1cdcd66,与 备用油泵 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_986f9f0e01637b31,备用油泵,outgoing,[468],468
obs_45d2b3b12fa9,被 JYH 轮主机 No.4 缸曲柄销机损事故 以 教训为 关系连接,relation_projection,relation,,,教训为,ent_405a83eb1cbc0125,JYH 轮主机 No.4 缸曲柄销机损事故,incoming,[503],503
obs_45eef72b3b3a,与 高压油泵柱塞咬住 存在 导致 关系,relation_projection,relation,,,导致,ent_71bcafd8779d084c,高压油泵柱塞咬住,outgoing,[481],481
obs_45fb12164920,被 JH 轮 以 发生 关系连接,relation_projection,relation,,,发生,ent_7b44c48115feb909,JH 轮,incoming,[460],460
obs_45fbac3b897b,与 SHH 轮主机 No.3 缸活塞水伸缩管断裂事故 存在 发生 关系,relation_projection,relation,,,发生,ent_b9200948f20e1f90,SHH 轮主机 No.3 缸活塞水伸缩管断裂事故,outgoing,[488],488
obs_45fd7191d396,被 ZH 轮主机 No.3 缸缸头螺栓连根拔起事故 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_609253c33c42749e,ZH 轮主机 No.3 缸缸头螺栓连根拔起事故,incoming,[511],511
obs_4638406b0c74,与 活塞 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_e43190dd2b913b2e,活塞,outgoing,[484],484
obs_4641bb28e3b1,被 GAY 轮主机透平重复发生故障和损坏 以 原因是 关系连接,relation_projection,relation,,,原因是,ent_00b5eb72aadb3c14,GAY 轮主机透平重复发生故障和损坏,incoming,[462],462
obs_4677825390e3,与 油泵断油 存在 表现为 关系,relation_projection,relation,,,表现为,ent_53d7f5ba346e0625,油泵断油,outgoing,[462],462
obs_468b01bd9b0b,被 红套向后移动了约 9 度 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_709c937c9de6ddeb,红套向后移动了约 9 度,incoming,[510],510
obs_469200549985,被 缸套 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_67654c5f4f2e5d29,缸套,incoming,[473],473
obs_469865269ad3,被 FH 轮 No.2 缸活塞头烧穿 以 原因是 关系连接,relation_projection,relation,,,原因是,ent_2ebdb71cb8f2ff63,FH 轮 No.2 缸活塞头烧穿,incoming,[476],476
obs_469da98ccab3,被 高压油泵工作异常应对教训 以 适用于 关系连接,relation_projection,relation,,,适用于,ent_9aaee086cd31064b,高压油泵工作异常应对教训,incoming,[483],483
obs_46b88b319916,与 活塞 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_e43190dd2b913b2e,活塞,outgoing,[493],493
obs_46ba66f6f69a,与 擅自多次更换供船气缸油品种 存在 原因是 关系,relation_projection,relation,,,原因是,ent_f68de6a99c324154,擅自多次更换供船气缸油品种,outgoing,[495],495
obs_46bfd0929440,被 环槽内有 3 mm 台阶 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_d15d650395ff064e,环槽内有 3 mm 台阶,incoming,[493],493
obs_46de92ae0dcd,被 扫气箱污染 以 导致 关系连接,relation_projection,relation,,,导致,ent_de793039e7fb3b6b,扫气箱污染,incoming,[467],467
obs_46f617ecac7f,被 用铁制闷头堵死小孔 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_8d40efad8f45a9e1,用铁制闷头堵死小孔,incoming,[476],476
obs_470a51fd0bce,被 JH 轮主机第 6 缸后主轴承螺栓断裂事故 以 原因是 关系连接,relation_projection,relation,,,原因是,ent_d26653dde3111ea5,JH 轮主机第 6 缸后主轴承螺栓断裂事故,incoming,[501],501
obs_470ae086049b,与 第 9 缸 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_feaff026071628a6,第 9 缸,outgoing,[479],479
obs_471a29e28882,被 燃油供给管中、分油机内沉积有大量铝矿粉 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_2316bd88ff4e135b,燃油供给管中、分油机内沉积有大量铝矿粉,incoming,[460],460
obs_472a4ae945f4,与 增压器 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_c3b385372874cffa,增压器,outgoing,"[488, 498]",488|498
obs_4739587a90e0,被 TH 轮主机气缸油混用造成活塞环异常磨损 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_7bcbf1d0f4dbde98,TH 轮主机气缸油混用造成活塞环异常磨损,incoming,[495],495
obs_473e148aee62,与 第 7 缸 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_b434ae3055a65e14,第 7 缸,outgoing,[493],493
obs_475901529f83,与 扫气压力只有 0.002 存在 表现为 关系,relation_projection,relation,,,表现为,ent_d64aaf7eceb4aa50,扫气压力只有 0.002,outgoing,[462],462
obs_475c699ab2a4,被 SHH 轮主机 No.1 增压器转子弯曲变形 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_ed032dd078b06746,SHH 轮主机 No.1 增压器转子弯曲变形,incoming,[486],486
obs_47989c951347,与 使用专用工具临时锁住转子 存在 采取 关系,relation_projection,relation,,,采取,ent_0276af44cebed301,使用专用工具临时锁住转子,outgoing,[488],488
obs_47c97d649fa5,被 FH 轮 No.2 缸活塞头烧穿 以 发生于 关系连接,relation_projection,relation,,,发生于,ent_2ebdb71cb8f2ff63,FH 轮 No.2 缸活塞头烧穿,incoming,[476],476
obs_48044f780e07,被 主机转速突然下降 以 采取 关系连接,relation_projection,relation,,,采取,ent_67f088aa3d3f0674,主机转速突然下降,incoming,[485],485
obs_4828d8702171,被 主机压缩压力降低 以 导致 关系连接,relation_projection,relation,,,导致,ent_342986942fe518cd,主机压缩压力降低,incoming,[461],461
obs_483572a6334a,与 轴颈 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_b635bd7371f80f02,轴颈,outgoing,[503],503
obs_484656eba74f,与 燃烧工况恶化 存在 导致 关系,relation_projection,relation,,,导致,ent_ac9312d21f034400,燃烧工况恶化,outgoing,[506],506
obs_48490b0d1dbd,与 报公司要求回厂修理 存在 采取 关系,relation_projection,relation,,,采取,ent_90b340601e6edee5,报公司要求回厂修理,outgoing,[500],500
obs_484b3ed19ebd,被 SHH 轮燃油舱进海水，主机燃烧恶化并裂缸套 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_e9db8d962395997b,SHH 轮燃油舱进海水，主机燃烧恶化并裂缸套,incoming,[504],504
obs_4867f9f5aeaa,与 缸套 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_67654c5f4f2e5d29,缸套,outgoing,[473],473
obs_487fa2a6094b,被 Z 轮主机 No.9 缸排温异常、转速波动事故 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_f5c50889495913ec,Z 轮主机 No.9 缸排温异常、转速波动事故,incoming,[479],479
obs_48809a1fc872,被 主机 No.7 缸 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_4c505785c2c9c149,主机 No.7 缸,incoming,[463],463
obs_489189d0db36,与 船底和水下部分严重被海生物及藻类污染 存在 表现为 关系,relation_projection,relation,,,表现为,ent_fbf4c1f44b8b3b0f,船底和水下部分严重被海生物及藻类污染,outgoing,[484],484
obs_489da0e7690c,与 第 3 缸 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_199bfee447df4803,第 3 缸,outgoing,[493],493
obs_48ad0811af87,与 主机 存在 涉及设备 关系,relation_projection,relation,,,涉及设备,ent_c36804f0e8a37b9b,主机,outgoing,[499],499
obs_48b18a953e92,与 第 3 缸排温显著升高 存在 导致 关系,relation_projection,relation,,,导致,ent_aeab73e527fbd6d8,第 3 缸排温显著升高,outgoing,[492],492
obs_48c978e77f8c,与 第 2 缸 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_ed55f4b293cd01c8,第 2 缸,outgoing,[491],491
obs_48e8247a3c30,被 主机循环油柜油位太低 以 导致 关系连接,relation_projection,relation,,,导致,ent_72f2aff166758862,主机循环油柜油位太低,incoming,[469],469
obs_48fc053554df,被 GJS 轮 以 发生 关系连接,relation_projection,relation,,,发生,ent_523d18503a7ae97c,GJS 轮,incoming,[514],514
obs_49015c569190,被 YC 轮主机缸套、活塞异常磨损 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_0e1a542a535f13bf,YC 轮主机缸套、活塞异常磨损,incoming,[493],493
obs_49032aeef1c9,与 第 2 缸 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_ed55f4b293cd01c8,第 2 缸,outgoing,[489],489
obs_490ff733d6fb,与 第 6 缸 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_866d3755cd6efd2e,第 6 缸,outgoing,[491],491
obs_4935cb93cd28,被 第 6 缸主轴颈红套滑移约 5cm 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_9eac80d2a89fd6b4,第 6 缸主轴颈红套滑移约 5cm,incoming,[501],501
obs_494a970da389,时间：1997、1998、1999 年间,attribute,entity_attribute,时间,1997、1998、1999 年间,,,,,[512],512
obs_494f655c6d4c,与 No.5 右油舱 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_689ad987e25978c9,No.5 右油舱,outgoing,[506],506
obs_4961dfe59617,被 六甲漂航自修中轴承更换事故 以 原因是 关系连接,relation_projection,relation,,,原因是,ent_c9d22de9e371f946,六甲漂航自修中轴承更换事故,incoming,[463],463
obs_49652e7c6681,与 第 2 缸活塞头 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_77ce5f2c54bc402e,第 2 缸活塞头,outgoing,[476],476
obs_497275fe7025,被 JH 轮主机第 6 缸后主轴承螺栓断裂事故 以 涉及设备 关系连接,relation_projection,relation,,,涉及设备,ent_d26653dde3111ea5,JH 轮主机第 6 缸后主轴承螺栓断裂事故,incoming,[501],501
obs_499403e4f891,被 FH 轮 以 发生 关系连接,relation_projection,relation,,,发生,ent_f4521945079e5f1b,FH 轮,incoming,[482],482
obs_49c8291c3c33,被 柱塞换新 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_02870938a3c7e7be,柱塞换新,incoming,[482],482
obs_49f405914d65,与 统计主管设备运行时间 存在 教训为 关系,relation_projection,relation,,,教训为,ent_c5259a71e07f2548,统计主管设备运行时间,outgoing,[488],488
obs_4a032d1e7d1d,被 主机低温水膨胀水箱 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_3f34e1fa32ca45c6,主机低温水膨胀水箱,incoming,[477],477
obs_4a080caa6402,与 第 5 缸缸头、缸套同时裂损 存在 导致 关系,relation_projection,relation,,,导致,ent_e1aba26455959428,第 5 缸缸头、缸套同时裂损,outgoing,[510],510
obs_4a11d20b0714,被 凸轮轴箱 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_1efa35d68473ffad,凸轮轴箱,incoming,[463],463
obs_4a22038dd87e,与 主机透平 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_b159f1f1ece03122,主机透平,outgoing,[462],462
obs_4a28338f1767,被 主机工况恶化 以 导致 关系连接,relation_projection,relation,,,导致,ent_e26765f7bd765494,主机工况恶化,incoming,[467],467
obs_4a2e11532d86,与 越南胡志明港 存在 发生于 关系,relation_projection,relation,,,发生于,ent_8030980af1de6c27,越南胡志明港,outgoing,[473],473
obs_4a4902a64468,被 巨大不平衡惯性力 以 导致 关系连接,relation_projection,relation,,,导致,ent_d001e33ae8f3651b,巨大不平衡惯性力,incoming,[498],498
obs_4a65555debc1,与 轴承 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_75bd8b7f07405d67,轴承,outgoing,[500],500
obs_4a80b51d5044,被 PNH 轮第 3 缸排温异常及排气凸轮移位事故 以 采取 关系连接,relation_projection,relation,,,采取,ent_35b6637276de592f,PNH 轮第 3 缸排温异常及排气凸轮移位事故,incoming,[492],492
obs_4a857b75c648,与 主机 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_c36804f0e8a37b9b,主机,outgoing,[464],464
obs_4a8a8a56e8e0,与 转子轴 存在 处理对象 关系,relation_projection,relation,,,处理对象,ent_b7a91e7e5677de3c,转子轴,outgoing,[497],497
obs_4a94156de173,状态：严重变形，已与冷却器芯子两端面脱开,attribute,entity_attribute,状态,严重变形，已与冷却器芯子两端面脱开,,,,,[478],478
obs_4a9a8c7e20f1,时间：1996 年 1 月 17 日,attribute,entity_attribute,时间,1996 年 1 月 17 日,,,,,[504],504
obs_4ab3c7ab4d86,被 更换第 2 缸缸套和水套 以 采取 关系连接,relation_projection,relation,,,采取,ent_dbed135e9b4939fa,更换第 2 缸缸套和水套,incoming,[505],505
obs_4abc7ded5d33,涉及部件：排气阀,attribute,entity_attribute,涉及部件,排气阀,,,,,[492],492
obs_4ac6f301317b,地点：意大利热那亚港,attribute,entity_attribute,地点,意大利热那亚港,,,,,[481],481
obs_4ad0279b8de1,被 主机 以 组成或隶属 关系连接,relation_projection,relation,,,组成或隶属,ent_c36804f0e8a37b9b,主机,incoming,[465],465
obs_4ad35f9abfa5,与 外壳 存在 组成或隶属 关系,relation_projection,relation,,,组成或隶属,ent_95bcf40454028e53,外壳,outgoing,[497],497
obs_4ad7783ccc4d,被 油泵断油 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_53d7f5ba346e0625,油泵断油,incoming,[462],462
obs_4b11fdc458ae,被 JH 轮主机燃油系统进入铝矿粉，造成缸套、活塞环异常磨损 以 采取 关系连接,relation_projection,relation,,,采取,ent_43a29fa6a565390b,JH 轮主机燃油系统进入铝矿粉，造成缸套、活塞环异常磨损,incoming,[460],460
obs_4b2fd4726782,与 主机 存在 发生部位 关系,relation_projection,relation,,,发生部位,ent_c36804f0e8a37b9b,主机,outgoing,[467],467
obs_4b3037f01fbb,被 MH 轮主机燃用劣质燃油，缸套异常磨损 以 采取 关系连接,relation_projection,relation,,,采取,ent_8e2249fcb93a35e2,MH 轮主机燃用劣质燃油，缸套异常磨损,incoming,[507],507
obs_4b44662d8be8,被 JYH 轮主机 No.4 缸曲柄销机损事故 以 表现为 关系连接,relation_projection,relation,,,表现为,ent_405a83eb1cbc0125,JYH 轮主机 No.4 缸曲柄销机损事故,incoming,[503],503
obs_4b53f00b6ce4,被 对第 3 缸吊缸换令 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_a6c197cc12541491,对第 3 缸吊缸换令,incoming,[505],505
obs_4b648d29bccd,被 JH 轮 以 发生 关系连接,relation_projection,relation,,,发生,ent_7b44c48115feb909,JH 轮,incoming,[501],501
obs_4b6f7824cf30,被 排烟管烧红 以 发生部位 关系连接,relation_projection,relation,,,发生部位,ent_73f98ac81536c25a,排烟管烧红,incoming,[466],466
obs_4b71be37642f,被 焊接、打磨后装复 以 处理对象 关系连接,relation_projection,relation,,,处理对象,ent_ba8fa743e4e3bd29,焊接、打磨后装复,incoming,[513],513
