relationship_id,neo4j_rel_type,source_entity_id,target_entity_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe,canonical_type_en,display_type_zh,display_type_en,display_type_bilingual
rel_c646acb461ee53db,REL_EDD5CAA12A,ent_10ffac38751824e7,ent_b6ad3ed03b95b9d3,严重敲缸,第 5 缸,故障损伤,设备部件,发生部位,发生部位,发生部位,发生...严重敲缸,"[""发生...严重敲缸"", ""第 5...缸严重敲缸""]",发生...严重敲缸|第 5...缸严重敲缸,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[474],474,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_406538b729554f8e,REL_9899E5D4D0,ent_116775e69644c7bf,ent_5244f655cf990d7f,船底和水下部分严重被海生物及藻类污染,主机第 5 缸排烟高温报警,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[484],484,CAUSES,导致,Causes,导致 / Causes
rel_e461c95c8c091c48,REL_9899E5D4D0,ent_11d51334c70f2ca0,ent_aeab73e527fbd6d8,排气凸轮移位约 25 度,第 3 缸排温显著升高,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[492],492,CAUSES,导致,Causes,导致 / Causes
rel_73cd048a988fa7d2,REL_9899E5D4D0,ent_11da36588a7c5d73,ent_84a6408432d0d586,各缸头螺栓上紧力不一致,预紧力过大,原因因素,原因因素,导致,导致,导致,致使,"[""致使""]",致使,,unmapped,null,[513],513,CAUSES,导致,Causes,导致 / Causes
rel_3561690bd68e8323,REL_EDD5CAA12A,ent_120abf669c90d48d,ent_2b135b21dec0d9ab,烧蚀,活塞头,故障损伤,设备部件,发生部位,发生部位,发生部位,活塞头烧蚀,"[""活塞头烧蚀""]",活塞头烧蚀,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[473],473,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_bb47003e4869d926,REL_FEA281029C,ent_12201932b9338482,ent_54c6b65d166f85f9,定期对油柜、各过滤器和分油机进行解体清洁检查,分油机,防范要求,设备部件,适用于,适用于,适用于,对...分油机进行解体清洁检查,"[""对...分油机进行解体清洁检查""]",对...分油机进行解体清洁检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""防范要求"", ""target_entity_type"": ""设备部件""}",[461],461,APPLIES_TO,适用于,Applies To,适用于 / Applies To
rel_06a63e83a9d7bc60,REL_FEA281029C,ent_12201932b9338482,ent_b1718bd449d116e2,定期对油柜、各过滤器和分油机进行解体清洁检查,过滤器,防范要求,设备部件,适用于,适用于,适用于,对...过滤器...进行解体清洁检查,"[""对...过滤器...进行解体清洁检查""]",对...过滤器...进行解体清洁检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""防范要求"", ""target_entity_type"": ""设备部件""}",[461],461,APPLIES_TO,适用于,Applies To,适用于 / Applies To
rel_4f886017f3fd777f,REL_FEA281029C,ent_12201932b9338482,ent_e709f42e5375240d,定期对油柜、各过滤器和分油机进行解体清洁检查,油柜,防范要求,设备部件,适用于,适用于,适用于,对油柜...进行解体清洁检查,"[""对油柜...进行解体清洁检查""]",对油柜...进行解体清洁检查,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""防范要求"", ""target_entity_type"": ""设备部件""}",[461],461,APPLIES_TO,适用于,Applies To,适用于 / Applies To
rel_1e3a7bc3bdab3ad6,REL_EDD5CAA12A,ent_12881d32bc7b34bb,ent_ed55f4b293cd01c8,第 2 缸漏水,第 2 缸,故障损伤,设备部件,发生部位,发生部位,发生部位,发生部位,"[""发生部位""]",发生部位,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[489],489,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_80272f35587061af,REL_E225E6AD07,ent_12a337331541ece3,ent_21d895f185a23652,进气阀,进气阀壳,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,组成或隶属,"[""组成或隶属""]",组成或隶属,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[489],489,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_ffd06a7e7396002d,REL_5BE0DD1AA4,ent_1305b375df093b8a,ent_2ec6981081afc0d9,缸头螺栓连根拔起事故,将主机减速并进行堵漏,事故案例,处置措施,采取,采取,采取,立即,"[""立即""]",立即,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""处置措施""}",[512],512,ADOPTS,采取,Adopts,采取 / Adopts
rel_314a1bbc9354b398,REL_B855FE5F5B,ent_1305b375df093b8a,ent_84a340dd20ec7aa9,缸头螺栓连根拔起事故,多次修理已影响主机正常航行,事故案例,原因因素,原因是,原因是,原因是,由于,"[""由于""]",由于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""原因是"", ""relation_key"": ""原因是"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""原因因素""}",[512],512,CAUSED_BY,原因是,Caused By,原因是 / Caused By
rel_c099f3079c418867,REL_3F8A56C3E0,ent_1305b375df093b8a,ent_896ac187ef0894c8,缸头螺栓连根拔起事故,新加坡,事故案例,地点,发生于,发生于,发生于,该轮在...年间也先后发生,"[""该轮在...年间也先后发生""]",该轮在...年间也先后发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""地点""}",[512],512,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
rel_cc5579a2d59ddaac,REL_5D0512FBC4,ent_1305b375df093b8a,ent_896ac187ef0894c8,缸头螺栓连根拔起事故,新加坡,事故案例,地点,处置于,处置于,处置于,返回新加坡修理,"[""返回新加坡修理""]",返回新加坡修理,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处置于"", ""relation_key"": ""处置于"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""地点""}",[512],512,REMEDIATES_AT,处置于,Remediates At,处置于 / Remediates At
rel_8909264eb64ef781,REL_5D9506010F,ent_1305b375df093b8a,ent_bb5a798192cab53c,缸头螺栓连根拔起事故,螺栓底部存在裂缝,事故案例,故障损伤,表现为,表现为,表现为,发现有两根螺栓底部存在裂缝,"[""发现有两根螺栓底部存在裂缝""]",发现有两根螺栓底部存在裂缝,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""故障损伤""}",[512],512,MANIFESTS_AS,表现为,Manifests As,表现为 / Manifests As
rel_50414bf55421d4a4,REL_27FBB3DC61,ent_1305b375df093b8a,ent_c36804f0e8a37b9b,缸头螺栓连根拔起事故,主机,事故案例,设备部件,涉及设备,涉及设备,涉及设备,影响主机,"[""影响主机""]",影响主机,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[512],512,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_a6059120afee8654,REL_5D9506010F,ent_1305b375df093b8a,ent_cfa0691ce70744f7,缸头螺栓连根拔起事故,缸头螺栓从底部螺牙处损坏,事故案例,故障损伤,表现为,表现为,表现为,缸头螺栓从底部螺牙处损坏,"[""缸头螺栓从底部螺牙处损坏""]",缸头螺栓从底部螺牙处损坏,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""故障损伤""}",[512],512,MANIFESTS_AS,表现为,Manifests As,表现为 / Manifests As
rel_c79bcae508fa1194,REL_5BE0DD1AA4,ent_1305b375df093b8a,ent_d44b587f0dd69053,缸头螺栓连根拔起事故,更换全部机架为同类机型二手件,事故案例,处置措施,采取,采取,采取,最终,"[""最终""]",最终,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""处置措施""}",[512],512,ADOPTS,采取,Adopts,采取 / Adopts
rel_43f7d60b18749011,REL_5D9506010F,ent_1305b375df093b8a,ent_db804fbd1cbbb249,缸头螺栓连根拔起事故,缸套冷却水套底部遭损坏,事故案例,故障损伤,表现为,表现为,表现为,使缸套冷却水套底部也遭损坏,"[""使缸套冷却水套底部也遭损坏""]",使缸套冷却水套底部也遭损坏,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""故障损伤""}",[512],512,MANIFESTS_AS,表现为,Manifests As,表现为 / Manifests As
rel_ca8b4dd3a525eb32,REL_27FBB3DC61,ent_1305b375df093b8a,ent_de4f0e7b706145b7,缸头螺栓连根拔起事故,缸头螺栓,事故案例,设备部件,涉及设备,涉及设备,涉及设备,缸头螺栓,"[""缸头螺栓""]",缸头螺栓,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及设备"", ""relation_key"": ""涉及设备"", ""source_entity_type"": ""事故案例"", ""target_entity_type"": ""设备部件""}",[512],512,INVOLVES_EQUIPMENT,涉及设备,Involves Equipment,涉及设备 / Involves Equipment
rel_ee0d7b74f28a440b,REL_9899E5D4D0,ent_13a82da1ac1a8273,ent_70b679c88cf8557c,轴承运行时间超过说明书规定,轴承过度磨损和疲劳损伤,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[488],488,CAUSES,导致,Causes,导致 / Causes
rel_11051ca47fda0c74,REL_9899E5D4D0,ent_14176a6ca921ce5f,ent_66e7a1cacc78567b,船体突然左倾,机油泵吸入口骤然露出油面,原因因素,原因因素,导致,导致,导致,叠加...使,"[""叠加...使""]",叠加...使,,unmapped,null,[470],470,CAUSES,导致,Causes,导致 / Causes
rel_875fc6cc5a56195e,REL_EDD5CAA12A,ent_14330bfe1ceb7afc,ent_ddd54e5aec5f31dd,缸头螺栓松动,第 3 缸右前一根缸头螺栓,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在""]",发生在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[511],511,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_cbf5fbebc1e0cd75,REL_E225E6AD07,ent_1497ad3a2abc6d35,ent_0519624acb43ac50,并紧螺母,柱塞套筒,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,柱塞套筒并紧螺母,"[""柱塞套筒并紧螺母""]",柱塞套筒并紧螺母,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[482],482,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_917eb1cfc0336b94,REL_EDD5CAA12A,ent_155726755704081e,ent_1d8a35ef88bbb3ba,压气端轴承、轴套损坏,轴套,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在""]",发生在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[496],496,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_79fab2726236fa5a,REL_EDD5CAA12A,ent_155726755704081e,ent_457816be99bbc4c4,压气端轴承、轴套损坏,压气端轴承,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在""]",发生在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[496],496,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_380dcc1f924798f1,REL_EDD5CAA12A,ent_158ea23d558a7afc,ent_866d3755cd6efd2e,起动阀杆弯曲,第 6 缸,故障损伤,设备部件,发生部位,发生部位,发生部位,第 6 缸...起动阀杆弯曲,"[""第 6 缸...起动阀杆弯曲""]",第 6 缸...起动阀杆弯曲,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[490],490,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_74833b9d0b044bd7,REL_F397DD8B78,ent_167f875dded14623,ent_457816be99bbc4c4,更换轴承和转子,压气端轴承,处置措施,设备部件,处理对象,处理对象,处理对象,更换,"[""更换""]",更换,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[487],487,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_7dad813231c2b2c0,REL_F397DD8B78,ent_167f875dded14623,ent_a385d3fce78c2bae,更换轴承和转子,转子,处置措施,设备部件,处理对象,处理对象,处理对象,更换,"[""更换""]",更换,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[487],487,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_a0ff865c58c9dd0b,REL_EDD5CAA12A,ent_16b0f7ba006ec40c,ent_9340a3e8473b9a79,风机端叶轮与壳体有擦碰痕迹,壳体,故障损伤,设备部件,发生部位,发生部位,发生部位,壳体...有擦碰痕迹,"[""壳体...有擦碰痕迹""]",壳体...有擦碰痕迹,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[462],462,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_9e16324c05c26afc,REL_EDD5CAA12A,ent_16b0f7ba006ec40c,ent_dca150844d2b409e,风机端叶轮与壳体有擦碰痕迹,风机端叶轮,故障损伤,设备部件,发生部位,发生部位,发生部位,风机端叶轮...有擦碰痕迹,"[""风机端叶轮...有擦碰痕迹""]",风机端叶轮...有擦碰痕迹,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[462],462,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_5a9867a5c5d5f337,REL_EDD5CAA12A,ent_16d3508a9bc19389,ent_c36804f0e8a37b9b,主机后部有咚、咚的撞击声,主机,故障损伤,设备部件,发生部位,发生部位,发生部位,来自主机,"[""来自主机""]",来自主机,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[463],463,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_ca1a5ab5b7cb9d67,REL_EDD5CAA12A,ent_17582944bd584c2b,ent_c36804f0e8a37b9b,主机自动减速,主机,故障损伤,设备部件,发生部位,发生部位,发生部位,主机...减速,"[""主机...减速""]",主机...减速,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[488],488,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_e47e330d26436d2e,REL_9899E5D4D0,ent_1781f61e9579d13e,ent_a45b2c28b55a7925,主机机油粘度超过允许极限,滤器前后压差过大,故障损伤,故障损伤,导致,导致,导致,是...的重要原因之一,"[""是...的重要原因之一""]",是...的重要原因之一,,unmapped,null,[469],469,CAUSES,导致,Causes,导致 / Causes
rel_85f4c590a1afee1c,REL_EDD5CAA12A,ent_1781f61e9579d13e,ent_c36804f0e8a37b9b,主机机油粘度超过允许极限,主机,故障损伤,设备部件,发生部位,发生部位,发生部位,主机机油粘度,"[""主机机油粘度""]",主机机油粘度,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[469],469,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_b435e6cb505d445a,REL_8E07590EF7,ent_18058b3a177ff7f8,ent_af21c79f23b00709,AQH 轮,AQH 轮主机平衡器链条断损事故,船舶,事故案例,发生,发生,发生,发生,"[""发生""]",发生,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生"", ""relation_key"": ""发生"", ""source_entity_type"": ""船舶"", ""target_entity_type"": ""事故案例""}",[459],459,OCCURS,发生,Occurs,发生 / Occurs
rel_77260c48266a5ad9,REL_EDD5CAA12A,ent_19237db1bbc8f302,ent_c36804f0e8a37b9b,主机长期燃用含海水且不洁净的燃油,主机,故障损伤,设备部件,发生部位,发生部位,发生部位,燃用,"[""燃用""]",燃用,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[506],506,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_fc185c26054bd08b,REL_EDD5CAA12A,ent_195e0a17b60ccbc8,ent_866d3755cd6efd2e,第 6 缸排烟管接头处烧红起火,第 6 缸,故障损伤,设备部件,发生部位,发生部位,发生部位,第 6 缸排烟管接头处,"[""第 6 缸排烟管接头处""]",第 6 缸排烟管接头处,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[490],490,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_d2be44478fd80bc2,REL_9899E5D4D0,ent_1992d035d9748351,ent_45354576e85c81e1,两台燃油分油机长期不能正常排污,输送泵滤器频繁堵塞,原因因素,故障损伤,导致,导致,导致,造成,"[""造成""]",造成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[506],506,CAUSES,导致,Causes,导致 / Causes
rel_b55c0ee66b278329,REL_9899E5D4D0,ent_1992d035d9748351,ent_8d358ff88af6df0f,两台燃油分油机长期不能正常排污,燃油严重脏污,原因因素,故障损伤,导致,导致,导致,造成,"[""造成""]",造成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[506],506,CAUSES,导致,Causes,导致 / Causes
rel_e71c5d4649a4e8df,REL_E225E6AD07,ent_199bfee447df4803,ent_1efa35d68473ffad,第 3 缸,凸轮轴箱,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,第 3 缸凸轮轴箱,"[""第 3 缸凸轮轴箱""]",第 3 缸凸轮轴箱,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[492],492,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_d6ec08a5a4e50fde,REL_E225E6AD07,ent_199bfee447df4803,ent_291d5af79cacef34,第 3 缸,油嘴,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,第 3 缸...油嘴,"[""第 3 缸...油嘴""]",第 3 缸...油嘴,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[492],492,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_c12440b01341eb8e,REL_E225E6AD07,ent_199bfee447df4803,ent_5189e5e25d270c3d,第 3 缸,排气阀,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,第 3 缸...排气阀,"[""第 3 缸...排气阀""]",第 3 缸...排气阀,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[492],492,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_0e3295f99d211ebb,REL_E225E6AD07,ent_199bfee447df4803,ent_67654c5f4f2e5d29,第 3 缸,缸套,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,第 3...缸缸套,"[""第 3...缸缸套""]",第 3...缸缸套,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[474],474,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_c05044b6c0b6658e,REL_E225E6AD07,ent_199bfee447df4803,ent_c36804f0e8a37b9b,第 3 缸,主机,设备部件,设备部件,组成或隶属,组成或隶属,组成或隶属,属于,"[""属于""]",属于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""组成或隶属"", ""relation_key"": ""组成或隶属"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[493],493,PART_OF_OR_BELONGS_TO,组成或隶属,Part Of Or Belongs To,组成或隶属 / Part Of Or Belongs To
rel_d8a8777dd54c8c20,REL_EDD5CAA12A,ent_19a7d79d26e65168,ent_5114bf8c15d62c37,缸套异常磨损,第 3 道,故障损伤,设备部件,发生部位,发生部位,发生部位,发现...严重磨损,"[""发现...严重磨损""]",发现...严重磨损,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[507],507,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_de8df1a20fa377dc,REL_EDD5CAA12A,ent_19a7d79d26e65168,ent_67654c5f4f2e5d29,缸套异常磨损,缸套,故障损伤,设备部件,发生部位,发生部位,发生部位,发生在,"[""发生在"", ""异常磨损""]",发生在|异常磨损,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}","[460, 509]",460|509,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_e12f56255eeca040,REL_EDD5CAA12A,ent_19c787e01db99bb3,ent_c3b385372874cffa,增压器喘振,增压器,故障损伤,设备部件,发生部位,发生部位,发生部位,在,"[""在""]",在,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生部位"", ""relation_key"": ""发生部位"", ""source_entity_type"": ""故障损伤"", ""target_entity_type"": ""设备部件""}",[465],465,OCCURS_AT_COMPONENT,发生部位,Occurs At Component,发生部位 / Occurs At Component
rel_e48fb6ce0b7643e7,REL_F397DD8B78,ent_19e06dcbd5f27f6b,ent_dc9ff205cb3f8cde,解体透平增压器,透平增压器,处置措施,设备部件,处理对象,处理对象,处理对象,解体透平增压器,"[""解体透平增压器""]",解体透平增压器,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理对象"", ""relation_key"": ""处理对象"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""设备部件""}",[467],467,ACTS_ON,处理对象,Acts On,处理对象 / Acts On
rel_de9b131717f5f256,REL_9899E5D4D0,ent_1a1487ca00aac034,ent_3c42e08d120dd65d,气缸油调节失误,积碳严重,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[475],475,CAUSES,导致,Causes,导致 / Causes
rel_f3fb77ec42b61913,REL_9899E5D4D0,ent_1a1487ca00aac034,ent_6db117e32942a429,气缸油调节失误,卡令故障,原因因素,故障损伤,导致,导致,导致,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[475],475,CAUSES,导致,Causes,导致 / Causes
rel_c76ccad9bcfe4e95,REL_9899E5D4D0,ent_1a3740b03d10b543,ent_1f53d690aec07040,主机气缸油混用,活塞环断裂,原因因素,故障损伤,导致,导致,导致,造成,"[""造成""]",造成,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障损伤""}",[495],495,CAUSES,导致,Causes,导致 / Causes
